question_id,competency_tag,topic,question_text,options_raw,correct_key,difficulty,target_time,hint
Q4_330,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve for a: 7a + 2 = 3a - 14,"A) -3, B) -4, C) 3, D) 4",B,Hard (2),90s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_331,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,"A number divided by 3, then increased by 8, is 14. What is the number?","A) 2, B) 18, C) 24, D) 66",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_332,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Five subtracted from 4 times a number is 27. What is the number?,"A) 6, B) 8, C) 32, D) 128",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_333,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,"The perimeter of a rectangle is 40 cm. If the length is 12 cm, find the width (w). (P = 2l + 2w)","A) 8 cm, B) 14 cm, C) 16 cm, D) 28 cm",A,Hard (2),90s,"Remember key angle rules: supplementary angles sum to 180°, complementary to 90°, and triangles sum to 180°."
Q4_334,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve for x: 3(x + 1) = 2x + 8,"A) 5, B) 7, C) 9, D) 11",A,Hard (2),90s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_335,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve for y: 2y + y + 5 = 20,"A) 5, B) 10, C) 15, D) 25",A,Mod (1),45s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_336,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve for x: x/2 = x/3 + 4,"A) 12, B) 24, C) 6, D) 10",B,Hard (2),90s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_337,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,"If 4x - 7 = 17, what is the value of 2x?","A) 6, B) 12, C) 24, D) 48",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_338,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,"A cab charges a ₱50 flat fee plus ₱15 per kilometer. If the total bill is ₱200, how many kilometers (k) was the ride?","A) 5 km, B) 10 km, C) 15 km, D) 20 km",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_339,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,The sum of three consecutive integers is 36. What is the smallest integer?,"A) 10, B) 11, C) 12, D) 13",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_340,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve for n: 0.5n + 2 = 6,"A) 2, B) 4, C) 8, D) 16",C,Mod (1),45s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_341,Q4-NA-5,Number and Algebra - Scientific Notation,Write 0.00000085 in scientific notation.,"A) 8.5 x 10^-6, B) 8.5 x 10^-7, C) 8.5 x 10^-8, D) 85 x 10^-8",B,Hard (2),90s,Scientific notation is written as a number between 1 and 10 multiplied by a power of 10.
Q4_342,Q4-NA-5,Number and Algebra - Scientific Notation,"Write 34,500,000,000 in scientific notation.","A) 3.45 x 10^9, B) 3.45 x 10^10, C) 34.5 x 10^9, D) 3.45 x 10^11",B,Hard (2),90s,Scientific notation is written as a number between 1 and 10 multiplied by a power of 10.
Q4_343,Q4-NA-5,Number and Algebra - Scientific Notation,Write 4.02 x 10^-5 in standard form.,"A) 0.00402, B) 0.000402, C) 0.0000402, D) 0.00000402",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_344,Q4-NA-5,Number and Algebra - Scientific Notation,Write 7.1 x 10^7 in standard form.,"A) 7,100,000, B) 71,000,000, C) 710,000,000, D) 7,100,000,000",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_345,Q4-NA-5,Number and Algebra - Scientific Notation,Which of these is NOT in proper scientific notation?,"A) 3.5 x 10^4, B) 9.9 x 10^-2, C) 12.5 x 10^3, D) 1.0 x 10^5",C,Mod (1),45s,Scientific notation is written as a number between 1 and 10 multiplied by a power of 10.
Q4_346,Q4-NA-5,Number and Algebra - Scientific Notation,Convert 0.5 x 10^4 into proper scientific notation.,"A) 5 x 10^3, B) 5 x 10^5, C) 50 x 10^2, D) 0.05 x 10^5",A,Hard (2),90s,Use the appropriate conversion factor to multiply or divide.
Q4_347,Q4-NA-5,Number and Algebra - Scientific Notation,Convert 25 x 10^-3 into proper scientific notation.,"A) 2.5 x 10^-4, B) 2.5 x 10^-2, C) 2.5 x 10^-1, D) 250 x 10^-4",B,Hard (2),90s,Use the appropriate conversion factor to multiply or divide.
Q4_348,Q4-NA-5,Number and Algebra - Scientific Notation,Multiply: (1.5 x 10^3) * (4 x 10^2),"A) 6 x 10^5, B) 6 x 10^6, C) 5.5 x 10^5, D) 60 x 10^4",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_349,Q4-NA-5,Number and Algebra - Scientific Notation,Multiply: (2 x 10^-2) * (3 x 10^5),"A) 6 x 10^-10, B) 6 x 10^3, C) 6 x 10^7, D) 5 x 10^3",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_350,Q4-NA-5,Number and Algebra - Scientific Notation,Divide: (6 x 10^5) / (2 x 10^-2),"A) 3 x 10^3, B) 3 x 10^7, C) 12 x 10^3, D) 4 x 10^7",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_351,Q4-DP-4,Data and Probability - Probability and Outcomes,"A bakery has 3 types of bread, 4 types of meat, and 2 types of cheese. How many sandwich combinations are possible?","A) 9, B) 12, C) 24, D) 36",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_352,Q4-DP-4,Data and Probability - Probability and Outcomes,A test has 3 True/False questions. How many different ways can the test be answered?,"A) 6, B) 8, C) 9, D) 12",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_353,Q4-DP-4,Data and Probability - Probability and Outcomes,"If you roll a standard die 3 times, how many total possible outcomes exist?","A) 18, B) 36, C) 216, D) 729",C,Hard (2),90s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_354,Q4-DP-4,Data and Probability - Probability and Outcomes,"How many 2-letter combinations can be made from the letters A, B, C, D if letters CANNOT repeat?","A) 8, B) 12, C) 16, D) 24",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_355,Q4-DP-4,Data and Probability - Probability and Outcomes,"How many 2-letter combinations can be made from A, B, C, D if letters CAN repeat?","A) 8, B) 12, C) 16, D) 24",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_356,Q4-DP-4,Data and Probability - Probability and Outcomes,A license plate has 3 letters followed by 3 digits (0-9). How many possibilities exist if everything can repeat?,"A) 26^3 * 10^3, B) 263 * 103, C) 26+10, D) (26*10)^3",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_357,Q4-DP-4,Data and Probability - Probability and Outcomes,"If there are 5 routes from City A to City B, and 4 routes from City B to City C, how many ways to travel from A to C via B?","A) 9, B) 16, C) 20, D) 25",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_358,Q4-DP-4,Data and Probability - Probability and Outcomes,"In a race with 5 runners, how many different ways can they finish 1st, 2nd, and 3rd?","A) 15, B) 20, C) 60, D) 120",C,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_359,Q4-DP-4,Data and Probability - Probability and Outcomes,You have a 4-digit combination lock (0-9). What is the probability of guessing the correct code on the first try?,"A) 1/100, B) 1/40, C) 1/1000, D) 1/10000",D,Hard (2),90s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_360,Q4-DP-4,Data and Probability - Probability and Outcomes,You flip a coin and it lands Heads 5 times in a row. What is the probability it lands Heads on the 6th flip?,"A) 1/6, B) 1/2, C) 1/64, D) 5/6",B,Mod (1),45s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_361,Q4-DP-4,Data and Probability - Probability and Outcomes,"What is the probability of drawing a ""face card"" (Jack, Queen, King) from a standard 52-card deck?","A) 3/52, B) 12/52, C) 16/52, D) 4/52",B,Hard (2),90s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_362,Q4-DP-4,Data and Probability - Probability and Outcomes,What is the probability of drawing a red card OR a black card from a standard deck?,"A) 0, B) 1/2, C) 1, D) 1/4",C,Easy (0),20s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_363,Q4-DP-4,Data and Probability - Probability and Outcomes,"A bag has 6 red, 4 blue, and 5 yellow marbles. What is the probability of NOT drawing a red marble?","A) 6/15, B) 9/15, C) 4/15, D) 5/15",B,Mod (1),45s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_364,Q4-DP-4,Data and Probability - Probability and Outcomes,A spinner has numbers 1 to 10. What is the probability of spinning a prime number?,"A) 3/10, B) 4/10, C) 5/10, D) 6/10",B,Hard (2),90s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_365,Q4-DP-4,Data and Probability - Probability and Outcomes,"If you roll a die, what is the probability of getting a number greater than 6?","A) 1/6, B) 0, C) 1, D) -1",B,Easy (0),20s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_366,Q4-DP-4,Data and Probability - Probability and Outcomes,What is the probability of selecting a day of the week that starts with the letter 'T'?,"A) 1/7, B) 2/7, C) 3/7, D) 2/5",B,Easy (0),20s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_367,Q4-DP-4,Data and Probability - Probability and Outcomes,"A jar contains letters of the word ""MATHEMATICS"". P(drawing a vowel) = ?","A) 3/11, B) 4/11, C) 5/11, D) 6/11",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_368,Q4-DP-4,Data and Probability - Probability and Outcomes,The probability of event A is 0.45. What is the probability of the complement of A?,"A) 0.45, B) 0.55, C) 1.45, D) -0.45",B,Easy (0),20s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_369,Q4-DP-4,Data and Probability - Probability and Outcomes,"In a lottery, 5 out of 200 tickets are winners. What is the probability of buying a winning ticket?","A) 1/40, B) 1/20, C) 5/195, D) 1/200",A,Mod (1),45s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_370,Q4-DP-4,Data and Probability - Probability and Outcomes,"If a single die is rolled, what is the probability of rolling a multiple of 3?","A) 1/6, B) 2/6, C) 3/6, D) 4/6",B,Mod (1),45s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_371,Q4-DP-4,Data and Probability - Probability and Outcomes,"A box contains 3 red pens, 2 blue pens, and 5 black pens. What is P(blue or black)?","A) 7/10, B) 2/10, C) 5/10, D) 3/10",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_372,Q4-DP-4,Data and Probability - Probability and Outcomes,You roll two dice. What is the probability of rolling a sum of 12?,"A) 1/6, B) 1/12, C) 1/36, D) 2/36",C,Hard (2),90s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_373,Q4-DP-4,Data and Probability - Probability and Outcomes,You roll two dice. What is the probability of rolling a sum of 3?,"A) 1/36, B) 2/36, C) 3/36, D) 1/18",B,Hard (2),90s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_374,Q4-DP-4,Data and Probability - Probability and Outcomes,Experimental probability is based on:,"A) Mathematical formulas, B) Actual results of an experiment, C) Random guessing, D) Impossible events",B,Easy (0),20s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_375,Q4-DP-4,Data and Probability - Probability and Outcomes,Theoretical probability is based on:,"A) Actual results of an experiment, B) What should happen under ideal conditions, C) Opinions, D) Surveys",B,Easy (0),20s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_376,Q4-DP-4,Data and Probability - Probability and Outcomes,You flip a coin 10 times and get Heads 7 times. The experimental probability of Heads is:,"A) 1/2, B) 7/10, C) 3/10, D) 1",B,Mod (1),45s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_377,Q4-DP-4,Data and Probability - Probability and Outcomes,"If you flip a coin 1000 times, the experimental probability of Heads will likely:","A) Be exactly 100%, B) Get closer to the theoretical probability (50%), C) Become 0%, D) Change to 75%",B,Mod (1),45s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_378,Q4-DP-4,Data and Probability - Probability and Outcomes,What is the sample space for picking a vowel from the English alphabet?,"A) {A, B, C, D, E}, B) {A, E, I, O, U}, C) {26}, D) {5}",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_379,Q4-DP-4,Data and Probability - Probability and Outcomes,Drawing a card that is BOTH a Heart and a Spade from a standard deck is an example of an:,"A) Impossible event, B) Certain event, C) Likely event, D) Independent event",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_380,Q4-DP-4,Data and Probability - Probability and Outcomes,Two events that cannot occur at the same time are called:,"A) Independent, B) Dependent, C) Mutually Exclusive, D) Complementary",C,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_381,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Which of the following equations is a linear equation in one variable?,"A) x² + 2 = 5, B) 3x - 4 = 11, C) 2x + y = 10, D) x³ = 8",B,Mod (1),45s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_382,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve: -(x - 5) = 12,"A) 7, B) -7, C) 17, D) -17",B,Hard (2),90s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_383,Q4-NA-2,Number and Algebra - Evaluating Algebraic Expressions,Evaluate (x²y) / 2 if x = -4 and y = 3.,"A) -24, B) 24, C) 12, D) -12",B,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_384,Q4-NA-5,Number and Algebra - Scientific Notation,"In scientific notation a x 10^n, if the number is between 0 and 1, the exponent 'n' is:","A) Positive, B) Negative, C) Zero, D) A fraction",B,Easy (0),20s,Scientific notation is written as a number between 1 and 10 multiplied by a power of 10.
Q4_385,Q4-DP-4,Data and Probability - Probability and Outcomes,The probability of drawing a King OR a Queen from a standard deck is:,"A) 4/52, B) 8/52, C) 12/52, D) 2/52",B,Hard (2),90s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_386,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,"Translate: ""The product of a number and its consecutive integer""","A) 2x, B) x(x + 1), C) x + (x + 1), D) x² + 1",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_387,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve: x/2 + x/2 = 10,"A) 5, B) 10, C) 20, D) 2.5",B,Mod (1),45s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_388,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Evaluate x - y if x = -10 and y = -6.,"A) -4, B) 8, C) 5, D) -6",A,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_389,Q4-NA-5,Number and Algebra - Scientific Notation,Divide: (1.5 x 10^4) / (3 x 10^2),"A) 0.5 x 10^2, B) 5 x 10^1, C) 50, D) All of the above are equal",D,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_390,Q4-DP-4,Data and Probability - Probability and Outcomes,A bag contains 10 balls numbered 1 to 10. Probability of drawing a number less than 5?,"A) 3/10, B) 4/10, C) 5/10, D) 1/2",B,Mod (1),45s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q4_391,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,What is the inverse operation of multiplication?,"A) Addition, B) Subtraction, C) Division, D) Exponents",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_392,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,What is the constant in x - 9 = 20?,"A) 1, B) x, C) -9 and 20, D) There is no constant",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_393,Q4-NA-2,Number and Algebra - Evaluating Algebraic Expressions,Evaluate -x² if x = -3.,"A) 9, B) -9, C) 6, D) -6",B,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_394,Q4-NA-5,Number and Algebra - Scientific Notation,"Write 100,000 as a power of 10.","A) 10^4, B) 10^5, C) 10^6, D) 10^7",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_395,Q4-DP-4,Data and Probability - Probability and Outcomes,P(Event) + P(Complement of Event) = ?,"A) 0, B) 0.5, C) 1, D) 100",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_396,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Simplify the expression: 3x + 5x - 2x,"A) 6x, B) 8x, C) 10x, D) 6x³",A,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_397,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Simplify the expression: 4a + 2b - a + 3b,"A) 3a + 5b, B) 5a + 5b, C) 3a - b, D) 8ab",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_398,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Expand: 3(x + 4),"A) 3x + 4, B) x + 12, C) 3x + 12, D) 7x",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_399,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Expand: -2(y - 5),"A) -2y - 10, B) -2y - 5, C) -2y + 10, D) 2y + 10",C,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_400,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve: 2x + 3x = 25,"A) 5, B) 10, C) 20, D) 25",A,Mod (1),45s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_401,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Simplify the expression: 7x - 2x + 4x,"A) 5x, B) 9x, C) 13x, D) 9x³",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_402,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Simplify: 8y + 3 - 2y - 1,"A) 10y + 4, B) 6y - 2, C) 6y + 2, D) 8y",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_403,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Expand and simplify: 2(x + 3) + 4,"A) 2x + 7, B) 2x + 10, C) x + 10, D) 6x + 4",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_404,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Expand and simplify: 4(a - 2) + 3a,"A) 7a - 8, B) 7a - 2, C) a - 8, D) 7a + 8",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_405,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Simplify: -3(m + 4) - 5,"A) -3m - 7, B) -3m + 7, C) -3m - 17, D) -3m + 1",C,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_406,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Simplify: 5x² + 2x - 3x² + x,"A) 2x² + 3x, B) 8x² + 3x, C) 2x² - x, D) 5x",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_407,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Simplify: (2x + 5) + (3x - 2),"A) 5x + 3, B) 5x + 7, C) x + 3, D) 6x - 10",A,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_408,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Simplify: (4y - 1) - (2y + 3),"A) 2y + 2, B) 2y - 4, C) 6y + 2, D) 6y - 4",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_409,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Which of the following are like terms?,"A) 3x and 3y, B) 4a² and 2a, C) -5xy and 7xy, D) 10 and 10x",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_410,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,What must be added to 3x - 2 to get 5x + 4?,"A) 2x + 6, B) 2x - 6, C) 8x + 2, D) -2x - 6",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_411,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve for x: 5x = 3x + 10,"A) 2, B) 5, C) 10, D) 2.5",B,Mod (1),45s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_412,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve for y: 7y - 4 = 5y + 6,"A) 1, B) 5, C) 10, D) -5",B,Mod (1),45s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_413,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve for m: 2m + 8 = 4m - 12,"A) 5, B) 10, C) 20, D) -10",B,Hard (2),90s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_414,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve for k: 9 - 3k = 2k - 11,"A) 4, B) -4, C) 5, D) 20",A,Hard (2),90s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_415,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve for x: 3(x - 2) = x + 10,"A) 4, B) 6, C) 8, D) 16",C,Hard (2),90s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_416,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve for a: 2(a + 5) = 4(a - 1),"A) 3, B) 7, C) 9, D) 14",B,Hard (2),90s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_417,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,"The difference of two numbers is 15. If the larger number is 3x and the smaller is x, find x.","A) 5, B) 7.5, C) 15, D) 30",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_418,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,"A father is 3 times as old as his son. If the sum of their ages is 48, how old is the son?","A) 12, B) 16, C) 24, D) 36",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_419,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve for x: x/4 + 1 = x/2 - 3,"A) 8, B) 16, C) 4, D) 12",B,Hard (2),90s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_420,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,"If 6x + 3 = 21, what is the value of 2x - 1?","A) 3, B) 5, C) 6, D) 11",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_421,Q4-NA-2,Number and Algebra - Evaluating Algebraic Expressions,Evaluate (x + y)³ if x = 1 and y = 2.,"A) 9, B) 27, C) 3, D) 6",B,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_422,Q4-NA-2,Number and Algebra - Evaluating Algebraic Expressions,Evaluate x³ + y³ if x = 1 and y = 2.,"A) 9, B) 27, C) 3, D) 7",A,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_423,Q4-NA-2,Number and Algebra - Evaluating Algebraic Expressions,Evaluate 4m² - 3n if m = -3 and n = -4.,"A) 48, B) 24, C) 36, D) 20",A,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_424,Q4-NA-2,Number and Algebra - Evaluating Algebraic Expressions,Evaluate -a²b if a = -2 and b = 5.,"A) -20, B) 20, C) -10, D) 10",A,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_425,Q4-NA-2,Number and Algebra - Evaluating Algebraic Expressions,Evaluate (p - q) / (p + q) if p = 8 and q = 2.,"A) 10/6, B) 3/5, C) 6/10, D) 1",B,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_426,Q4-NA-2,Number and Algebra - Evaluating Algebraic Expressions,Evaluate 3x - 5 if x = 1.,"A) -2, B) 2, C) 8, D) -8",B,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_427,Q4-NA-2,Number and Algebra - Evaluating Algebraic Expressions,Evaluate 12 / y if y = -4.,"A) -3, B) 3, C) 8, D) -8",B,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_428,Q4-NA-2,Number and Algebra - Evaluating Algebraic Expressions,Evaluate - a + b + 10 if a = -7 and b = 3.,"A) 6, B) 14, C) 0, D) -4",A,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_429,Q4-NA-2,Number and Algebra - Evaluating Algebraic Expressions,Evaluate √(x² + y²) if x = 3 and y = 4.,"A) 5, B) 7, C) 25, D) 49",A,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_430,Q4-NA-2,Number and Algebra - Evaluating Algebraic Expressions,Evaluate 2x(y - 1)² if x = 2 and y = 4.,"A) 12, B) 36, C) 24, D) 72",B,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q4_431,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,"Translate: ""Five times a number decreased by 8 is equal to 3 times the same number.""","A) 5(x - 8) = 3x, B) 5x - 8 = 3x, C) 8 - 5x = 3x, D) 5x - 8 = x/3",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_432,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,"The length of a rectangle is twice its width. If the perimeter is 30, what is the width?","A) 5, B) 10, C) 15, D) 20",A,Hard (2),90s,"Remember key angle rules: supplementary angles sum to 180°, complementary to 90°, and triangles sum to 180°."
Q4_433,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,"I am thinking of a number. If I multiply it by 4 and add 10, I get 34. What is my number?","A) 4, B) 6, C) 8, D) 10",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_434,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,What is the constant term when 3(x - 4) is expanded?,"A) 3, B) 4, C) -4, D) -12",D,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q4_435,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve: x - 0.5x = 10,"A) 5, B) 10, C) 20, D) 15",C,Mod (1),45s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_436,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve: 10 - x = x + 4,"A) 2, B) 3, C) 6, D) 7",B,Hard (2),90s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_437,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve: 2/3 x = 12,"A) 8, B) 18, C) 24, D) 36",B,Mod (1),45s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_438,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Solve: 3/4 y = 15,"A) 11.25, B) 20, C) 45, D) 60",B,Mod (1),45s,Isolate the unknown variable by performing inverse operations on both sides.
Q4_439,Q4-NA-1,Number and Algebra - Algebraic Expressions and Equations,Simplify: -x - (-3x) + 5,"A) -4x + 5, B) 2x + 5, C) 4x + 5, D) 2x - 5",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
